cluster,n_samples,animal_pct,plant_pct,extra_processed_pct,processed_pct
0,23135,17.51324528907039,82.48675471092962,20.535449832240417,79.46455016775957
1,15654,15.452669546196942,84.54733045380306,50.96017786761965,49.03982213238036
2,11882,32.44941491020663,67.55058508979339,28.280405881898773,71.71959411810124
