,0
71546,1
71549,2
71567,0
71571,2
71582,2
71583,1
71586,2
71591,0
71602,0
71615,2
71623,0
71624,0
71634,1
71647,0
71648,0
71655,0
71657,1
71661,2
71662,0
71665,0
71666,2
71692,2
71697,2
71710,1
71712,1
71728,0
71736,2
71740,1
71745,0
71764,1
71769,1
71771,0
71772,2
71781,0
71783,0
71798,1
71799,0
71807,1
71821,0
71837,0
71841,0
71851,2
71856,0
71857,1
71863,1
71868,2
71877,1
71879,0
71881,2
71885,2
71908,1
71911,1
71922,0
71923,0
71932,2
71948,0
71969,0
71988,1
71990,2
72012,1
72015,0
72033,2
72039,1
72041,0
72044,1
72063,2
72070,1
72074,1
72085,0
72094,2
72098,0
72104,0
72109,1
72113,1
72117,0
72119,1
72120,2
72121,2
72144,0
72151,0
72155,0
72156,1
72167,0
72168,1
72178,1
72186,1
72208,1
72221,1
72226,2
72229,0
72243,1
72251,1
72256,1
72273,0
72276,0
72277,2
72283,1
72293,0
72306,0
72333,2
72338,2
72342,2
72348,1
72352,0
72367,0
72396,0
72408,2
72409,0
72411,2
72416,1
72425,0
72429,1
72431,2
72440,2
72442,0
72443,1
72454,2
72456,0
72467,1
72470,0
72472,1
72486,0
72493,2
72500,0
72503,0
72522,0
72535,1
72537,2
72550,1
72552,0
72555,2
72556,0
72557,0
72561,0
72577,1
72578,1
72587,2
72591,2
72613,2
72620,0
72624,0
72641,0
72644,0
72645,0
72646,1
72658,1
72659,1
72667,0
72674,1
72675,0
72683,2
72701,2
72703,0
72711,1
72717,0
72736,2
72739,0
72745,2
72757,0
72764,2
72768,1
72770,1
72775,2
72780,1
72787,2
72792,0
72804,2
72813,1
72821,1
72822,1
72823,0
72828,0
72832,1
72844,0
72845,1
72856,0
72862,2
72868,2
72870,0
72873,1
72875,2
72877,1
72878,2
72882,0
72887,1
72889,0
72898,1
72900,0
72905,2
72914,0
72920,1
72923,0
72924,2
72931,1
72939,1
72946,0
72959,0
72970,1
72976,2
72990,0
72992,0
72994,1
73001,0
73011,0
73023,2
73026,2
73041,2
73044,0
73049,1
73051,0
73056,0
73058,1
73079,2
73109,2
73121,0
73136,2
73137,0
73146,0
73151,1
73158,0
73160,1
73173,0
73174,2
73177,0
73180,1
73184,1
73188,1
73192,0
73193,1
73197,1
73207,2
73218,0
73220,1
73221,2
73229,0
73235,2
73244,0
73246,0
73262,2
73274,2
73276,0
73277,0
73278,1
73280,1
73284,2
73288,2
73289,0
73290,2
73295,1
73302,0
73305,0
73316,0
73328,2
73336,1
73343,1
73348,0
73357,0
73359,0
73362,1
73367,2
73390,1
73394,0
73395,2
73403,0
73410,0
73411,1
73414,1
73415,2
73433,0
73440,0
73449,0
73458,0
73462,1
73472,1
73489,0
73492,1
73495,0
73505,1
73522,0
73526,1
73533,0
73537,1
73540,1
73545,0
73549,0
73551,1
73557,1
73558,0
73562,0
73574,0
73581,2
73586,0
73598,0
73613,2
73614,0
73615,1
73618,1
73632,2
73642,0
73644,1
73655,2
73657,0
73660,1
73661,1
73667,1
73670,0
73672,2
73694,2
73695,0
73703,0
73704,1
73705,0
73708,0
73727,2
73734,0
73736,1
73742,2
73756,2
73769,1
73777,0
73794,1
73824,0
73825,1
73840,0
73845,0
73849,1
73869,0
73874,0
73876,2
73890,0
73895,0
73898,0
73902,2
73905,2
73906,2
73915,0
73931,1
73940,0
73943,1
73950,2
73954,0
73961,1
73963,1
73973,1
73977,0
73983,2
73990,1
74000,2
74003,2
74010,2
74021,1
74028,0
74030,2
74037,1
74040,0
74044,1
74047,0
74053,0
74054,1
74057,1
74071,0
74074,1
74084,0
74090,2
74097,2
74104,0
74107,0
74113,1
74116,2
74120,0
74121,0
74123,1
74125,0
74132,1
74141,2
74146,0
74147,0
74156,2
74166,0
74167,1
74170,2
74176,2
74180,0
74181,1
74195,1
74212,0
74213,0
74230,0
74244,1
74266,1
74267,1
74270,1
74275,1
74285,2
74287,1
74291,0
74294,2
74295,1
74297,0
74298,1
74300,2
74310,0
74315,0
74316,1
74318,1
74323,1
74325,1
74334,0
74335,1
74339,1
74341,0
74350,0
74351,0
74352,0
74356,0
74358,2
74363,1
74366,1
74380,0
74383,1
74384,1
74389,1
74393,1
74394,0
74399,0
74400,1
74406,1
74409,0
74412,1
74423,2
74425,1
74426,0
74432,0
74436,2
74465,0
74466,1
74468,2
74475,1
74480,0
74485,2
74504,0
74506,0
74522,2
74530,0
74531,0
74533,2
74536,1
74553,0
74555,0
74556,0
74571,0
74581,0
74584,2
74588,1
74591,0
74613,0
74614,2
74622,1
74637,0
74641,0
74647,0
74648,0
74651,2
74655,0
74658,0
74660,0
74683,2
74733,0
74734,2
74738,1
74744,0
74748,1
74781,1
74783,2
74790,2
74808,1
74810,2
74815,1
74824,1
74827,0
74837,2
74840,2
74844,1
74862,2
74865,1
74889,1
74893,2
74894,1
74902,1
74904,0
74907,0
74917,1
74918,0
74932,1
74934,1
74939,0
74940,0
74941,2
74947,0
74956,0
74966,0
74969,1
74973,2
74976,0
74983,0
74992,0
74995,2
74999,1
75015,2
75030,0
75046,1
75047,2
75055,2
75064,2
75069,1
75085,0
75089,0
75092,0
75093,0
75103,1
75109,0
75118,0
75121,0
75123,1
75130,2
75132,0
75142,0
75157,1
75165,0
75176,0
75194,1
75225,0
75231,2
75236,0
75243,1
75250,1
75251,1
75263,0
75264,1
75273,1
75291,0
75293,2
75297,1
75298,0
75308,1
75311,1
75323,2
75327,2
75333,1
75339,0
75344,1
75349,1
75357,2
75364,0
75384,2
75386,1
75389,0
75397,1
75398,0
75427,2
75428,1
75436,1
75448,0
75449,1
75462,0
75465,0
75472,1
75480,1
75483,0
75486,2
75501,0
75502,0
75504,0
75517,0
75524,0
75539,0
75549,1
75556,2
75558,2
75566,0
75575,0
75576,1
75582,1
75589,1
75597,1
75600,2
75605,1
75609,0
75613,2
75629,2
75633,0
75650,2
75657,0
75658,0
75669,1
75673,0
75681,0
75685,2
75687,2
75695,1
75707,2
75708,1
75719,2
75724,0
75731,2
75736,0
75749,0
75751,1
75752,0
75755,0
75759,2
75761,2
75788,1
75793,2
75797,0
75800,2
75813,2
75817,1
75821,0
75827,0
75838,0
75844,0
75845,2
75856,0
75859,1
75865,1
75874,2
75879,2
75885,2
75894,1
75897,0
75917,0
75926,2
75928,2
75934,0
75938,1
75946,0
75957,1
75959,0
75976,0
75980,2
75981,0
75987,0
75992,0
76006,0
76009,1
76015,1
76020,0
76023,0
76032,1
76038,0
76043,1
76055,0
76066,0
76067,0
76069,1
76091,1
76099,2
76102,0
76104,0
76123,0
76125,2
76140,1
76144,0
76149,0
76152,0
76156,2
76160,2
76163,1
76164,2
76169,2
76181,0
76184,0
76187,0
76188,2
76194,0
76199,1
76201,1
76210,1
76221,0
76234,0
76238,1
76253,0
76256,0
76264,0
76265,0
76276,1
76280,1
76281,1
76298,0
76309,1
76313,1
76314,0
76318,0
76320,1
76322,1
76326,0
76330,0
76335,1
76337,2
76338,0
76341,0
76362,0
76364,0
76395,2
76397,2
76399,2
76404,1
76405,2
76425,0
76430,1
76454,2
76462,1
76479,1
76489,0
76492,0
76495,2
76500,0
76503,0
76530,0
76552,0
76557,0
76574,1
76582,1
76594,2
76602,0
76605,0
76613,2
76617,1
76625,1
76634,0
76641,0
76646,0
76651,0
76659,1
76660,0
76666,0
76676,0
76696,0
76699,0
76712,1
76720,0
76722,1
76723,1
76736,1
76740,2
76743,0
76754,0
76767,1
76768,0
76771,1
76777,1
76778,2
76782,2
76785,1
76800,0
76802,1
76806,2
76813,2
76821,2
76822,1
76838,0
76842,1
76853,1
76854,2
76860,0
76862,1
76884,2
76893,1
76894,0
76899,0
76905,1
76918,2
76920,0
76923,0
76931,1
76938,0
76958,0
76959,0
76962,0
76978,1
76992,0
76999,0
77000,1
77009,1
77015,1
77020,2
77041,2
77042,0
77046,2
77049,0
77064,0
77065,0
77066,1
77079,1
77081,0
77084,1
77088,0
77093,1
77097,1
77100,2
77101,0
77106,0
77112,0
77117,0
77120,2
77122,1
77127,1
77135,0
77138,0
77142,0
77150,2
77163,2
77171,1
77176,0
77178,1
77182,0
77198,2
77212,2
77232,1
77236,0
77237,0
77240,0
77243,0
77244,0
77249,1
77250,2
77251,0
77255,0
77269,0
77280,1
77296,2
77319,0
77320,0
77326,0
77329,0
77338,0
77342,1
77343,0
77350,1
77352,2
77371,1
77373,1
77375,0
77397,0
77402,0
77409,1
77427,1
77431,0
77442,0
77446,2
77447,1
77454,0
77462,2
77464,2
77473,0
77474,0
77477,1
77487,1
77493,0
77502,1
77520,2
77523,2
77524,2
77526,1
77527,0
77533,2
77535,0
77537,2
77545,0
77546,0
77562,0
77565,0
77570,0
77574,1
77576,1
77579,2
77581,0
77586,0
77597,1
77601,1
77602,2
77605,2
77606,0
77611,1
77645,0
77647,2
77648,1
77653,2
77654,0
77660,1
77679,1
77681,0
77716,0
77728,1
77734,2
77735,0
77746,2
77767,1
77776,0
77785,1
77787,0
77790,2
77797,0
77804,1
77806,1
77825,0
77838,1
77841,1
77856,1
77858,2
77878,1
77879,1
77896,1
77898,1
77899,2
77914,2
77920,2
77924,1
77926,1
77928,2
77938,1
77974,0
77986,0
77988,0
77992,0
77996,2
77998,1
78000,2
78007,2
78016,2
78019,0
78020,1
78024,0
78028,2
78035,0
78038,2
78051,1
78053,2
78057,0
78060,0
78061,2
78082,1
78084,1
78089,0
78097,2
78101,1
78108,0
78126,2
78128,1
78147,0
78149,0
78150,0
78152,1
78158,0
78166,2
78173,0
78175,0
78199,2
78204,2
78206,1
78208,0
78219,0
78233,1
78239,2
78240,0
78244,1
78249,0
78264,2
78272,0
78275,1
78279,0
78282,0
78285,0
78296,0
78298,2
78307,0
78322,1
78329,1
78336,0
78344,1
78361,2
78384,0
78386,0
78398,0
78399,0
78402,2
78404,1
78424,1
78432,1
78437,1
78444,1
78448,0
78471,2
78473,1
78478,0
78482,2
78488,0
78497,2
78513,0
78522,0
78525,1
78526,2
78528,0
78531,1
78544,0
78578,1
78592,1
78597,0
78601,1
78606,2
78622,0
78628,0
78635,0
78644,2
78646,0
78650,0
78656,1
78665,0
78666,2
78668,2
78696,2
78698,0
78705,1
78717,1
78719,0
78722,2
78724,1
78725,0
78735,0
78740,1
78742,0
78750,0
78761,2
78763,1
78773,1
78787,1
78793,1
78798,1
78802,1
78811,1
78813,1
78825,0
78832,2
78833,1
78835,0
78837,1
78839,2
78841,0
78842,1
78843,2
78854,1
78858,1
78864,2
78868,1
78872,0
78876,1
78900,2
78926,1
78928,2
78930,1
78938,1
78941,2
78971,0
78975,1
78976,0
78979,0
78982,0
78987,0
78991,0
79001,0
79010,0
79016,1
79027,2
79031,0
79032,0
79043,0
79044,0
79058,0
79062,1
79076,1
79086,2
79088,0
79091,0
79104,1
79107,1
79110,2
79114,0
79118,1
79121,1
79125,0
79127,0
79130,2
79134,1
79141,2
79143,1
79148,0
79160,0
79167,0
79171,0
79178,0
79179,0
79181,1
79189,2
79193,1
79197,2
79198,1
79199,2
79228,0
79234,2
79241,2
79242,0
79253,2
79275,1
79292,2
79294,1
79298,2
79304,2
79308,1
79310,2
79313,2
79315,0
79320,0
79323,0
79325,2
79332,2
79340,1
79341,2
79342,1
79348,2
79352,0
79353,1
79362,1
79367,1
79370,1
79372,1
79378,0
79380,0
79385,0
79391,2
79396,2
79398,0
79408,1
79413,0
79415,0
79416,0
79417,2
79427,0
79434,1
79445,2
79448,2
79458,2
79465,0
79474,2
79479,1
79488,1
79523,0
79549,1
79565,0
79572,2
79581,2
79591,0
79594,0
79596,1
79604,2
79605,0
79612,2
79616,2
79628,0
79634,2
79636,0
79639,1
79644,1
79651,1
79666,0
79671,2
79672,1
79676,0
79681,0
79696,0
79702,0
79712,0
79713,2
79718,0
79721,0
79723,0
79725,0
79734,0
79764,0
79766,0
79769,1
79771,0
79772,1
79774,0
79777,0
79795,2
79806,0
79810,0
79813,0
79819,1
79823,0
79824,1
79833,1
79837,2
79844,0
79850,0
79860,0
79878,1
79884,1
79887,2
79890,0
79896,2
79913,0
79918,1
79920,0
79938,0
79940,2
79958,1
79960,1
79964,0
79968,0
79978,2
79987,2
79990,2
79995,1
80002,0
80006,2
80021,0
80029,0
80031,0
80037,1
80045,0
80049,1
80057,0
80060,2
80072,1
80073,2
80078,0
80081,2
80083,0
80088,0
80089,2
80090,1
80092,0
80093,0
80104,2
80106,0
80112,2
80114,1
80127,0
80130,2
80142,2
80154,1
80158,0
80161,1
80164,0
80168,2
80172,0
80173,1
80184,1
80186,0
80201,2
80203,0
80209,0
80215,0
80216,2
80218,1
80220,1
80221,2
80224,2
80227,0
80232,2
80236,2
80251,0
80252,1
80253,2
80267,2
80276,0
80282,2
80283,1
80286,0
80288,2
80291,0
80294,0
80310,0
80316,0
80332,0
80338,0
80341,0
80346,0
80348,0
80358,0
80360,1
80372,2
80377,0
80388,1
80392,2
80393,0
80397,1
80404,2
80407,0
80412,1
80416,1
80427,1
80431,0
80439,2
80443,1
80444,1
80457,0
80463,0
80473,0
80475,0
80492,2
80501,2
80507,0
80522,1
80527,0
80533,1
80535,0
80543,1
80546,1
80564,2
80572,1
80576,0
80591,1
80594,0
80595,0
80597,0
80606,2
80625,2
80626,1
80634,0
80635,0
80638,1
80639,2
80642,0
80650,1
80658,1
80670,2
80675,2
80678,0
80681,0
80685,1
80686,2
80687,0
80690,0
80699,0
80703,0
80709,0
80713,0
80716,2
80717,2
80722,1
80734,0
80735,1
80746,1
80753,0
80758,0
80761,0
80764,1
80776,0
80780,2
80782,1
80788,2
80805,0
80811,1
80813,0
80815,2
80816,0
80834,0
80856,2
80860,1
80863,1
80869,1
80879,1
80880,0
80884,1
80885,0
80887,0
80899,1
80900,1
80904,0
80916,2
80926,2
80932,0
80934,0
80935,1
80938,0
80941,0
80962,1
80963,0
80970,0
80975,0
80991,2
80997,0
81005,1
81010,1
81026,0
81037,1
81046,1
81050,1
81051,0
81059,1
81067,1
81071,0
81075,0
81076,0
81083,0
81088,1
81099,1
81101,1
81104,2
81112,1
81118,1
81120,2
81127,1
81128,1
81130,2
81145,1
81150,0
81151,2
81156,0
81159,0
81163,1
81165,1
81182,2
81185,0
81188,1
81200,2
81206,0
81210,0
81212,1
81224,1
81233,1
81242,1
81244,1
81245,0
81253,0
81258,0
81260,2
81267,0
81270,2
81274,0
81275,1
81296,0
81316,2
81317,2
81320,2
81324,1
81325,0
81332,2
81338,0
81340,0
81343,0
81345,0
81346,1
81348,1
81356,1
81368,2
81373,2
81375,2
81377,1
81378,0
81379,0
81382,0
81383,2
81393,0
81395,0
81401,0
81408,0
81412,1
81428,2
81434,2
81445,0
81453,0
81476,2
81477,0
81490,1
81499,0
81502,2
81511,1
81513,1
81518,2
81519,0
81520,2
81549,0
81570,2
81580,0
81581,1
81586,0
81589,2
81599,1
81606,2
81607,0
81608,0
81613,1
81615,1
81628,0
81634,0
81635,0
81653,2
81655,2
81674,2
81682,2
81690,1
81692,0
81695,0
81701,0
81719,1
81720,0
81721,2
81724,1
81726,0
81729,2
81733,0
81746,2
81748,0
81756,0
81758,0
81766,0
81775,1
81783,0
81784,0
81795,2
81799,1
81813,1
81817,1
81823,0
81838,0
81842,1
81849,0
81852,2
81874,1
81880,0
81897,1
81912,0
81925,0
81930,0
81931,0
81939,1
81944,0
81945,2
81949,0
81962,0
81966,1
81975,2
81979,2
81995,1
82006,0
82008,1
82011,1
82017,1
82019,2
82022,0
82025,0
82028,0
82053,2
82054,1
82058,1
82059,1
82073,0
82083,0
82090,1
82098,0
82099,1
82100,0
82127,0
82130,1
82133,1
82134,1
82152,1
82169,0
82171,2
82185,1
82186,1
82189,1
82191,0
82199,0
82202,0
82205,1
82207,0
82210,2
82225,2
82227,2
82228,1
82233,0
82249,2
82251,1
82259,0
82271,0
82275,2
82284,2
82297,2
82298,2
82299,1
82301,2
82303,0
82309,1
82328,0
82332,1
82334,2
82338,1
82346,0
82352,1
82354,2
82364,1
82381,0
82394,1
82396,1
82401,0
82416,0
82418,1
82422,1
82445,0
82453,0
82457,1
82466,2
82467,0
82474,0
82485,1
82490,0
82492,2
82495,2
82505,0
82521,0
82524,1
82533,2
82536,0
82538,0
82542,1
82543,1
82553,0
82556,0
82557,1
82563,0
82571,0
82573,1
82574,2
82585,1
82595,2
82607,0
82616,2
82624,1
82633,1
82635,0
82647,1
82654,0
82660,2
82664,1
82670,0
82672,1
82676,0
82714,0
82722,0
82730,0
82738,0
82741,1
82744,0
82747,0
82748,0
82750,1
82752,0
82753,0
82772,2
82777,1
82788,0
82790,2
82792,1
82795,2
82796,2
82799,0
82806,0
82814,0
82816,2
82817,0
82822,0
82825,0
82826,2
82828,2
82831,1
82833,0
82844,1
82848,1
82858,1
82860,2
82864,0
82867,1
82868,0
82880,0
82887,2
82888,0
82896,0
82899,1
82907,2
82916,0
82917,0
82922,0
82928,0
82932,1
82949,2
82955,2
82957,0
82959,1
82963,0
82964,1
82969,2
82975,0
82978,2
83003,0
83022,2
83040,2
83041,1
83047,1
83049,2
83067,1
83072,2
83091,0
83100,1
83101,0
83105,2
83107,0
83113,1
83119,0
83120,0
83139,1
83153,1
83167,2
83185,1
83188,1
83202,1
83212,2
83224,1
83253,2
83283,2
83288,0
83291,0
83309,2
83314,0
83318,2
83343,0
83345,0
83346,2
83348,0
83357,1
83373,0
83377,0
83380,1
83388,1
83392,0
83393,0
83396,0
83403,1
83412,0
83419,1
83429,2
83438,0
83442,0
83446,2
83451,0
83460,1
83467,0
83468,1
83474,2
83490,2
83491,0
83493,0
83495,0
83502,0
83504,2
83505,1
83508,0
83509,1
83514,0
83516,1
83524,0
83527,2
83532,2
83539,0
83547,0
83556,2
83557,1
83561,1
83576,1
83589,0
83592,1
83597,2
83608,0
83618,1
83635,0
83639,2
83641,0
83660,0
83676,1
83682,0
83697,0
83707,2
83714,0
83724,1
83737,2
83741,0
83760,1
83761,2
83764,0
83765,0
83766,0
83777,1
83795,0
83806,2
83819,2
83829,0
83858,0
83859,2
83860,0
83873,0
83874,2
83878,0
83883,0
83892,2
83901,0
83936,1
83943,2
83944,1
83956,0
83965,2
83966,1
83979,0
83989,2
83990,1
83998,1
84009,2
84010,2
84014,1
84015,1
84019,1
84021,0
84028,1
84029,2
84040,0
84055,0
84059,0
84066,1
84074,0
84077,1
84078,0
84079,1
84081,0
84083,2
84084,0
84100,1
84111,0
84117,2
84118,2
84121,0
84125,1
84126,1
84128,2
84143,2
84157,0
84160,1
84177,0
84178,0
84184,0
84210,0
84213,2
84218,0
84221,0
84222,1
84230,0
84245,1
84247,0
84256,0
84264,0
84310,0
84311,2
84322,0
84324,1
84325,1
84338,0
84341,0
84342,0
84343,1
84356,2
84358,2
84361,0
84404,1
84405,0
84407,2
84422,1
84431,0
84433,0
84444,0
84447,2
84454,0
84462,2
84464,1
84469,2
84470,2
84481,2
84482,0
84484,2
84492,1
84501,1
84504,0
84506,0
84507,0
84521,0
84523,2
84526,2
84529,0
84546,1
84551,0
84553,1
84554,2
84558,0
84579,2
84583,0
84600,1
84603,1
84605,0
84607,0
84611,0
84615,0
84617,0
84621,0
84623,0
84625,2
84627,1
84639,0
84643,1
84647,1
84656,2
84662,0
84666,1
84669,2
84671,1
84673,0
84677,0
84685,0
84692,0
84702,1
84703,0
84794,0
84817,1
84821,0
84826,0
84845,0
84860,2
84862,1
84870,2
84894,2
84899,0
84909,1
84915,1
84926,2
84937,0
84948,1
84950,0
84953,1
84955,1
84959,1
84963,1
84975,0
85001,1
85018,2
85022,2
85038,0
85043,0
85050,1
85057,0
85061,2
85073,0
85079,0
85082,2
85089,1
85090,2
85115,0
85124,1
85128,0
85142,0
85147,1
85151,2
85152,1
85173,1
85189,2
85194,2
85196,0
85197,0
85199,0
85202,2
85203,1
85205,2
85206,0
85209,2
85211,0
85217,2
85221,0
85232,2
85243,0
85244,1
85251,0
85256,0
85257,2
85269,2
85271,2
85272,1
85280,2
85290,0
85297,1
85301,0
85306,0
85307,0
85317,1
85319,1
85320,1
85321,1
85323,2
85324,0
85330,2
85334,0
85339,2
85351,0
85352,0
85363,0
85366,1
85387,1
85388,2
85393,1
85398,1
85403,1
85415,0
85418,0
85419,2
85420,1
85427,1
85433,1
85441,1
85444,2
85448,1
85457,1
85461,1
85464,1
85466,0
85467,0
85472,0
85474,2
85480,0
85481,2
85482,2
85489,1
85490,2
85491,0
85493,2
85516,0
85518,0
85520,0
85524,0
85527,0
85538,1
85542,0
85556,1
85557,2
85562,1
85563,0
85587,0
85591,2
85597,1
85609,2
85612,0
85642,0
85651,1
85655,1
85680,0
85682,1
85694,0
85698,1
85699,0
85708,0
85718,2
85733,0
85734,0
85735,1
85743,1
85752,0
85757,2
85767,0
85768,1
85780,2
85782,0
85817,0
85840,1
85848,0
85854,1
85863,1
85866,2
85892,1
85893,1
85898,2
85906,1
85907,2
85921,0
85947,0
85948,0
85950,0
85956,0
85957,2
85965,2
85982,1
85990,1
86004,0
86005,1
86009,2
86011,0
86015,1
86041,0
86044,0
86049,0
86050,0
86054,1
86058,1
86068,2
86069,2
86071,0
86072,1
86078,2
86079,0
86080,0
86091,0
86102,0
86103,2
86104,0
86106,0
86109,0
86111,1
86129,0
86130,1
86132,0
86140,2
86151,0
86157,1
86168,2
86186,2
86196,2
86199,0
86200,0
86214,0
86215,0
86220,0
86221,0
86225,2
86233,1
86239,1
86258,2
86271,1
86272,2
86278,0
86286,2
86298,1
86302,0
86304,2
86308,1
86311,1
86367,0
86370,0
86377,1
86378,1
86383,1
86386,2
86409,0
86410,0
86411,0
86412,0
86417,0
86444,0
86449,1
86450,2
86451,0
86465,0
86469,1
86471,0
86482,0
86483,2
86484,2
86486,2
86490,0
86493,0
86499,1
86503,2
86512,1
86539,0
86542,1
86557,0
86564,0
86573,0
86575,0
86580,2
86583,1
86590,1
86604,1
86615,0
86617,1
86623,2
86624,2
86628,2
86635,2
86639,0
86644,0
86647,1
86653,0
86660,1
86661,0
86665,0
86671,0
86676,0
86687,0
86691,0
86692,0
86696,0
86697,0
86705,0
86708,0
86730,1
86735,0
86736,2
86755,0
86762,1
86772,0
86775,1
86780,0
86801,1
86802,2
86811,1
86817,0
86818,1
86822,0
86825,2
86832,1
86833,0
86834,1
86836,0
86843,0
86849,0
86854,1
86858,0
86860,1
86867,1
86868,0
86869,0
86870,1
86871,0
86877,0
86878,1
86879,2
86885,0
86886,2
86890,0
86897,2
86899,1
86908,0
86909,1
86911,0
86922,2
86928,1
86930,0
86931,2
86935,1
86938,1
86939,0
86946,0
86947,1
86950,1
86958,1
86965,0
86969,1
86980,0
86982,1
86988,2
86995,0
87005,0
87009,1
87031,2
87046,0
87060,2
87072,2
87075,1
87085,0
87087,0
87092,0
87094,1
87098,1
87100,2
87102,2
87108,1
87119,0
87129,0
87135,2
87140,1
87148,0
87160,0
87165,0
87173,1
87178,1
87188,1
87206,0
87213,2
87216,1
87217,2
87219,1
87228,1
87231,2
87236,0
87238,1
87244,1
87247,0
87248,2
87260,2
87268,0
87277,1
87283,0
87285,0
87288,2
87312,1
87324,0
87331,0
87337,1
87340,0
87348,0
87366,1
87377,0
87378,2
87380,2
87403,0
87407,0
87424,2
87425,0
87435,1
87436,0
87445,2
87452,1
87472,2
87475,2
87482,1
87496,2
87497,2
87511,1
87514,0
87522,2
87524,0
87540,1
87542,1
87546,2
87561,0
87595,2
87597,2
87601,2
87611,0
87613,2
87615,0
87616,2
87620,2
87624,1
87629,1
87632,0
87633,0
87641,2
87648,1
87659,0
87663,1
87673,2
87678,1
87679,0
87681,2
87682,1
87683,0
87688,2
87699,1
87709,0
87723,2
87724,2
87731,0
87733,0
87736,1
87740,0
87761,1
87773,2
87788,0
87789,0
87804,2
87807,1
87812,1
87815,1
87822,2
87823,0
87831,1
87839,0
87841,0
87843,0
87844,0
87849,1
87854,2
87863,1
87878,2
87892,2
87901,0
87902,2
87917,2
87921,0
87942,1
87944,0
87983,1
87991,0
87999,0
88000,0
88014,2
88018,2
88019,0
88021,0
88025,2
88038,1
88042,0
88046,1
88050,1
88052,1
88059,0
88068,0
88082,2
88088,2
88089,1
88094,1
88095,2
88107,0
88119,2
88121,1
88122,0
88123,2
88126,0
88128,0
88140,1
88141,0
88156,2
88165,1
88169,1
88175,2
88188,2
88194,1
88195,0
88196,0
88198,1
88199,2
88211,0
88220,0
88229,1
88241,0
88251,0
88264,2
88269,2
88270,0
88273,0
88299,0
88301,1
88312,2
88322,0
88323,1
88326,0
88329,2
88330,0
88331,1
88336,0
88347,0
88359,2
88367,0
88372,0
88382,0
88388,0
88396,2
88408,1
88413,2
88416,2
88425,2
88434,0
88435,1
88436,0
88437,0
88441,0
88461,2
88469,2
88474,2
88479,2
88483,1
88495,2
88498,1
88513,0
88529,2
88533,0
88535,0
88539,0
88542,0
88554,0
88572,2
88573,1
88587,2
88595,0
88607,1
88608,0
88614,0
88617,0
88641,2
88649,0
88675,1
88677,1
88680,1
88687,0
88692,0
88693,0
88695,0
88700,1
88703,1
88705,2
88711,2
88717,0
88718,2
88720,1
88729,0
88731,2
88733,1
88735,1
88736,1
88747,0
88751,0
88766,1
88767,0
88776,1
88779,2
88780,2
88781,2
88782,2
88784,0
88790,1
88799,2
88803,2
88808,0
88821,0
88825,1
88838,0
88840,1
88842,0
88865,0
88870,2
88871,2
88874,1
88876,0
88881,0
88891,1
88932,1
88945,0
88995,1
88996,2
88998,0
89000,2
89001,2
89006,1
89010,0
89018,1
89022,1
89028,0
89040,1
89044,0
89049,2
89050,1
89053,0
89054,1
89061,0
89062,1
89063,1
89065,0
89086,1
89089,1
89096,0
89101,2
89106,1
89113,2
89129,1
89131,2
89137,0
89153,2
89163,1
89179,0
89187,1
89196,0
89206,0
89209,0
89223,2
89235,0
89240,0
89250,1
89264,0
89267,2
89272,2
89276,1
89277,0
89278,0
89280,0
89302,1
89304,0
89305,0
89319,2
89324,1
89328,0
89343,1
89344,0
89345,0
89354,0
89356,2
89372,0
89386,1
89388,0
89393,2
89405,1
89407,2
89408,0
89416,2
89420,2
89423,2
89431,1
89433,1
89444,0
89446,2
89462,2
89480,0
89481,2
89485,0
89504,1
89508,0
89509,1
89530,0
89539,0
89546,1
89553,1
89561,1
89581,0
89589,0
89591,2
89596,2
89599,2
89618,0
89624,0
89643,1
89654,1
89657,0
89659,1
89705,1
89717,0
89723,1
89736,2
89738,2
89740,2
89746,0
89757,1
89763,0
89765,0
89773,1
89786,0
89790,1
89793,0
89795,2
89808,0
89814,2
89825,0
89827,0
89829,0
89831,0
89832,0
89833,1
89843,0
89850,0
89851,0
89855,0
89860,2
89882,0
89885,0
89887,2
89893,0
89903,0
89914,0
89915,2
89926,0
89937,0
89941,1
89943,0
89961,2
89975,2
89988,2
89990,0
89992,0
89997,2
90013,1
90023,1
90026,0
90028,2
90029,1
90032,0
90036,1
90039,0
90041,1
90059,0
90062,0
90064,1
90066,2
90068,1
90070,1
90071,1
90072,0
90074,0
90077,2
90079,0
90084,2
90089,2
90093,1
90094,2
90096,1
90106,1
90120,2
90143,1
90146,0
90148,1
90150,0
90154,2
90164,1
90171,2
90194,0
90205,2
90206,0
90217,2
90227,0
90239,0
90246,1
90258,0
90262,2
90275,0
90288,2
90289,0
90293,0
90301,0
90323,2
90328,0
90331,1
90337,0
90341,1
90347,0
90349,2
90358,1
90359,1
90361,0
90362,2
90370,0
90374,0
90379,0
90383,2
90384,1
90393,0
90398,0
90416,0
90420,0
90422,0
90432,2
90435,1
90436,0
90446,1
90454,0
90455,1
90458,0
90460,2
90469,2
90472,0
90475,0
90476,2
90479,0
90483,0
90484,1
90485,0
90487,2
90496,1
90509,2
90511,0
90516,2
90534,1
90537,1
90544,0
90550,1
90552,1
90557,0
90568,2
90572,0
90574,0
90581,0
90583,0
90596,2
90604,0
90625,2
90626,0
