,0
193474,1
193478,0
193484,0
193503,2
193511,1
193534,1
193550,1
193551,1
193557,0
193574,1
193575,1
193577,2
193579,0
193584,1
193600,1
193621,1
193636,2
193638,1
193640,0
193641,2
193652,1
193654,2
193656,1
193668,0
193671,0
193675,1
193678,1
193680,0
193690,0
193698,1
193701,2
193702,1
193707,1
193724,0
193728,2
193737,2
193738,2
193746,0
193748,1
193749,1
193750,1
193754,1
193771,0
193773,0
193778,0
193780,1
193788,0
193789,0
193794,0
193830,0
193834,2
193837,0
193838,0
193842,0
193859,0
193888,2
193893,1
193895,0
193900,1
193902,0
193913,0
193916,0
193918,0
193919,2
193920,0
193940,0
193943,2
193955,0
193957,0
193963,0
193968,1
193969,0
193971,1
193987,2
193988,0
193991,0
194001,0
194011,1
194023,1
194029,1
194030,0
194033,0
194039,1
194040,2
194048,2
194058,2
194063,1
194082,2
194092,1
194093,2
194102,1
194111,2
194113,2
194122,2
194128,0
194130,0
194132,2
194133,0
194148,2
194150,0
194154,0
194158,0
194176,1
194190,0
194192,0
194197,0
194215,1
194230,2
194231,2
194234,1
194244,2
194259,1
194264,0
194280,2
194285,0
194290,1
194296,0
194312,0
194318,1
194320,1
194331,0
194339,2
194348,0
194350,1
194352,0
194355,0
194359,1
194361,2
194367,0
194378,1
194379,0
194390,0
194393,2
194397,0
194400,1
194401,0
194403,0
194404,0
194405,2
194407,0
194410,2
194417,1
194421,0
194424,1
194431,1
194433,2
194436,1
194443,0
194445,1
194447,0
194449,2
194450,2
194454,2
194455,2
194457,0
194459,1
194463,0
194478,0
194485,1
194497,1
194498,0
194499,1
194500,0
194501,2
194502,1
194505,0
194521,0
194522,0
194534,0
194537,0
194540,2
194552,0
194556,1
194565,0
194580,1
194597,0
194616,0
194633,0
194640,0
194649,2
194654,0
194659,2
194667,0
194669,2
194676,0
194677,2
194678,1
194687,0
194703,0
194710,2
194720,0
194739,0
194748,0
194757,0
194772,2
194773,1
194787,0
194788,2
194800,2
194801,1
194808,0
194809,2
194813,0
194818,0
194823,1
194838,1
194842,0
194853,2
194858,0
194859,0
194862,2
194865,0
194869,1
194870,0
194875,0
194878,0
194898,1
194916,0
194922,1
194930,1
194932,0
194937,1
194950,2
194956,1
194958,0
194960,2
194962,0
194974,0
194980,0
194981,0
194982,0
194992,2
194998,1
195002,0
195005,0
195008,1
195010,2
195015,2
195017,0
195021,2
195031,1
195035,1
195038,0
195045,2
195051,2
195058,0
195067,0
195076,2
195086,1
195092,0
195101,1
195113,0
195114,2
195117,2
195123,0
195130,0
195132,0
195136,0
195138,1
195152,0
195155,0
195157,1
195166,0
195173,1
195176,0
195189,0
195203,0
195211,0
195217,0
195222,2
195227,0
195241,1
195242,0
195245,0
195257,0
195275,2
195277,0
195280,1
195294,0
195300,1
195305,1
195307,1
195327,1
195335,1
195347,1
195352,0
195359,2
195368,2
195371,0
195373,2
195374,1
195381,0
195388,2
195389,1
195392,2
195394,0
195400,2
195413,1
195414,0
195418,0
195424,0
195426,0
195443,2
195456,1
195463,1
195492,2
195496,0
195499,2
195500,1
195509,0
195520,0
195524,2
195528,1
195534,0
195535,0
195538,1
195541,0
195543,1
195556,2
195563,0
195581,0
195582,0
195591,1
195597,1
195601,2
195605,0
195612,0
195616,1
195624,2
195626,2
195637,0
195650,0
195668,2
195674,1
195675,1
195677,2
195679,2
195680,1
195681,2
195687,0
195694,1
195697,0
195701,1
195707,1
195709,0
195738,0
195739,0
195748,1
195750,0
195753,2
195758,0
195775,0
195780,1
195789,0
195791,0
195793,0
195797,1
195803,0
195807,0
195814,1
195825,0
195837,0
195842,1
195848,0
195879,2
195881,0
195891,0
195899,0
195901,0
195902,2
195910,1
195912,1
195915,2
195916,1
195919,0
195920,2
195922,0
195924,1
195925,0
195928,0
195934,1
195935,0
195960,0
195970,0
195977,2
195991,2
195992,0
195994,1
196013,0
196017,0
196024,1
196040,0
196044,1
196046,0
196058,0
196069,0
196078,0
196083,2
196103,1
196113,1
196114,1
196119,0
196121,0
196154,2
196160,2
196169,1
196189,0
196190,1
196191,2
196196,0
196204,0
196219,1
196223,2
196232,0
196233,0
196236,2
196241,0
196243,0
196245,1
196254,0
196259,1
196261,1
196262,0
196267,1
196274,2
196276,0
196282,0
196285,1
196297,0
196303,2
196305,1
196313,1
196346,1
196347,1
196352,1
196362,1
196365,1
196378,0
196392,1
196397,0
196399,0
196404,1
196412,1
196423,0
196433,1
196451,2
196476,1
196480,2
196489,0
196493,1
196503,1
196512,0
196520,0
196521,0
196526,2
196532,2
196533,0
196541,0
196544,0
196548,0
196549,0
196551,1
196554,0
196559,0
196560,0
196562,2
196564,1
196565,2
196570,2
196582,2
196584,2
196592,1
196595,1
196603,2
196604,2
196622,1
196626,0
196640,0
196645,2
196650,0
196655,0
196661,0
196665,2
196674,0
196681,0
196691,1
196700,0
196704,2
196706,0
196712,0
196723,2
196731,0
196740,1
196750,0
196774,1
196786,0
196796,1
196800,2
196809,1
196829,0
196830,2
196832,0
196845,0
196864,2
196867,1
196870,0
196878,2
196880,0
196887,2
196890,0
196891,2
196899,2
196903,0
196933,1
196943,0
196951,0
196959,1
196960,2
196965,2
196966,0
196973,0
196988,2
197000,0
197003,0
197017,0
197019,0
197026,0
197042,0
197046,0
197049,1
197058,0
197065,0
197066,0
197082,0
197084,0
197086,0
197089,2
197096,0
197108,2
197110,0
197129,1
197136,0
197139,0
197142,0
197164,0
197170,2
197175,2
197180,2
197182,1
197188,2
197190,0
197192,0
197204,1
197211,1
197217,2
197226,0
197232,0
197237,0
197252,1
197258,2
197273,2
197274,0
197300,0
197312,2
197316,1
197328,2
197345,0
197352,1
197358,0
197361,0
197369,1
197393,2
197402,1
197407,0
197415,1
197417,1
197422,0
197447,1
197448,0
197452,1
197455,0
197468,0
197471,0
197477,0
197482,0
197486,0
197487,0
197497,1
197501,2
197505,2
197509,2
197510,0
197520,1
197521,2
197535,0
197546,0
197548,0
197555,1
197561,0
197567,0
197574,1
197576,1
197582,1
197593,1
197601,0
197616,2
197618,0
197619,2
197628,0
197631,2
197650,0
197664,1
197670,1
197671,2
197695,1
197699,0
197708,1
197712,0
197720,0
197729,0
197733,0
197734,0
197740,0
197743,0
197747,0
197766,1
197772,0
197776,0
197778,2
197786,2
197794,2
197800,0
197804,2
197807,0
197808,0
197818,0
197820,1
197837,1
197839,2
197860,1
197868,1
197883,2
197884,0
197886,0
197918,2
197926,1
197929,2
197940,2
197947,0
197957,0
197958,1
197966,0
197974,0
197976,0
197978,0
197982,2
197985,1
197987,0
197990,1
197996,1
198004,1
198014,2
198022,2
198035,1
198040,0
198050,0
198051,0
198058,2
198060,2
198067,1
198072,1
198080,1
198090,0
198092,0
198098,2
198103,0
198108,0
198109,2
198111,0
198147,0
198149,1
198157,0
198161,2
198167,0
198184,0
198186,2
198190,1
198191,0
198193,2
198197,1
198198,0
198204,0
198210,1
198223,1
198226,0
198235,0
198257,2
198274,1
198294,1
198295,0
198303,2
198304,2
198308,1
198309,1
198324,0
198328,0
198333,1
198334,1
198339,2
198354,0
198366,0
198367,2
198371,2
198375,1
198385,0
198392,0
198397,2
198402,1
198404,2
198406,0
198413,1
198422,0
198423,2
198425,2
198427,1
198432,1
198452,0
198456,2
198467,2
198468,2
198472,1
198515,0
198525,0
198526,2
198527,1
198538,1
198548,0
198550,2
198552,0
198555,2
198556,2
198559,0
198572,0
198574,2
198579,0
198584,2
198609,1
198616,0
198619,0
198623,0
198624,0
198627,1
198629,0
198632,0
198635,0
198638,0
198645,0
198651,2
198652,0
198655,0
198658,1
198660,2
198661,0
198665,0
198670,0
198701,0
198703,0
198709,1
198716,1
198717,0
198723,1
198731,1
198734,2
198737,0
198738,2
198755,2
198765,0
198767,2
198772,1
198773,1
198774,1
198781,0
198782,0
198784,0
198789,1
198790,0
198791,0
198794,1
198797,1
198806,1
198821,0
198826,1
198838,1
198850,0
198861,0
198865,1
198869,0
198871,2
198872,0
198878,0
198891,2
198899,2
198901,2
198904,1
198908,0
198919,0
198922,1
198928,0
198930,0
198931,1
198936,0
198948,1
198960,0
198966,0
198969,0
198971,2
198985,0
198987,0
198989,1
198994,0
198998,0
199004,0
199008,1
199018,0
199027,1
199035,1
199036,0
199039,0
199059,0
199064,0
199069,1
199072,2
199077,0
199082,2
199084,0
199089,1
199104,2
199113,0
199134,2
199136,0
199139,0
199140,0
199148,1
199161,0
199187,0
199191,1
199202,0
199204,1
199206,1
199213,1
199214,1
199221,1
199224,0
199225,1
199231,0
199234,0
199270,2
199275,0
199276,0
199279,0
199288,1
199292,0
199300,0
199301,2
199316,1
199321,1
199333,1
199338,2
199339,0
199345,1
199348,0
199351,0
199353,1
199355,0
199364,0
199366,1
199369,1
199379,1
199380,1
199383,2
199401,1
199417,1
199419,2
199426,1
199437,1
199443,0
199445,1
199446,1
199455,0
199471,0
199483,2
199491,1
199506,2
199512,1
199516,1
199526,1
199529,0
199530,1
199539,0
199542,0
199543,0
199545,1
199556,0
199558,0
199570,1
199580,1
199585,2
199606,1
199608,0
199610,0
199612,2
199613,2
199618,2
199619,2
199625,0
199627,1
199633,0
199635,1
199642,1
199645,0
199652,0
199663,1
199670,0
199671,1
199682,2
199691,2
199692,0
199698,2
199700,1
199703,2
199704,2
199712,2
199716,2
199743,0
199746,1
199747,0
199757,0
199758,0
199759,0
199766,2
199767,0
199779,2
199785,2
199793,0
199795,0
199796,0
199803,2
199804,0
199813,0
199814,0
199820,1
199830,1
199835,0
199841,2
199843,0
199845,0
199852,0
199865,0
199867,0
199878,2
199885,0
199889,2
199895,2
199898,1
199899,1
199912,0
199915,2
199921,1
199922,0
199923,0
199926,2
199928,1
199944,1
199946,1
199975,0
199984,1
199995,1
199998,0
200008,0
200012,1
200018,0
200020,1
200023,0
200032,1
200041,1
200042,1
200060,0
200062,0
200068,2
200085,1
200094,0
200110,0
200123,1
200126,1
200127,1
200136,1
200152,1
200169,0
200181,1
200191,0
200197,0
200212,0
200222,0
200228,0
200236,0
200239,0
200240,0
200250,0
200266,0
200272,0
200273,2
200285,0
200287,0
200296,0
200302,0
200310,2
200315,1
200355,1
200370,0
200388,1
200392,1
200415,0
200425,0
200432,0
200433,1
200446,0
200448,0
200456,0
200461,0
200470,0
200491,1
200498,1
200501,2
200502,0
200510,1
200512,0
200521,0
200532,1
200545,1
200547,1
200550,1
200551,0
200563,0
200567,1
200575,0
200583,0
200584,1
200586,2
200587,0
200592,0
200593,2
200609,0
200611,0
200618,0
200630,0
200631,0
200636,0
200638,2
200651,1
200657,0
200663,1
200672,2
200680,2
200686,1
200697,0
200699,0
200700,2
200701,0
200704,1
200709,1
200718,1
200720,2
200721,1
200743,2
200750,0
200756,1
200761,0
200762,1
200763,1
200771,0
200774,2
200779,0
200786,0
200789,0
200806,1
200809,1
200810,1
200812,1
200819,2
200833,0
200836,0
200857,0
200864,2
200880,1
200887,0
200890,2
200891,1
200898,2
200905,0
200907,1
200912,1
200915,0
200921,1
200930,0
200949,1
200950,1
200952,0
200954,1
200967,1
200981,0
200982,1
200986,1
200988,1
200992,0
201010,0
201014,0
201019,0
201022,0
201028,0
201029,2
201038,2
201046,0
201048,0
201051,2
201053,0
201061,2
201065,0
201076,1
201081,0
201091,1
201101,1
201102,2
201109,0
201111,0
201131,0
201136,0
201140,2
201157,0
201158,0
201164,1
201166,1
201172,1
201173,1
201180,1
201202,1
201208,2
201217,1
201231,0
201248,2
201252,0
201254,2
201255,1
201259,0
201260,1
201264,1
201268,1
201269,0
201273,1
201282,1
201287,0
201298,1
201316,2
201318,0
201331,0
201333,2
201335,0
201336,1
201337,0
201341,1
201349,0
201362,2
201368,1
201389,2
201397,0
201403,0
201412,0
201414,1
201415,0
201436,0
201441,2
201451,2
201455,2
201462,1
201474,0
201477,0
201481,0
201485,0
201488,0
201489,0
201501,1
201506,2
201509,2
201538,1
201541,2
201548,2
201549,1
201559,2
201561,2
201566,0
201575,0
201588,1
201593,0
201594,1
201600,0
201612,2
201613,0
201647,1
201648,1
201659,0
201661,2
201667,0
201669,0
201670,1
201678,0
201687,2
201701,1
201712,1
201721,2
201723,2
201728,1
201739,1
201740,1
201749,2
201760,2
201761,0
201763,0
201772,0
201775,1
201789,0
201805,0
201809,2
201819,0
201823,0
201840,0
201856,1
201858,1
201861,1
201871,0
201883,0
201884,0
201885,1
201895,2
201896,2
201897,0
201899,0
201903,1
201904,1
201908,0
201912,0
201923,0
201931,2
201932,0
201945,2
201946,1
201950,1
201953,0
201956,0
201964,0
201975,1
201987,0
201988,0
201999,0
202002,0
202004,0
202005,1
202015,2
202016,2
202024,0
202028,0
202039,2
202066,0
202077,0
202088,2
202096,0
202101,0
202102,0
202109,0
202112,0
202120,1
202143,0
202150,1
202170,0
202175,0
202189,0
202203,2
202207,1
202212,0
202218,2
202221,0
202227,0
202228,2
202232,0
202273,0
202274,1
202285,2
202286,0
202301,1
202307,2
202328,1
202338,0
202340,0
202343,1
202350,2
202359,0
202360,1
202361,1
202370,1
202376,2
202384,0
202387,2
202389,1
202395,0
202396,1
202398,0
202400,0
202407,0
202408,1
202409,2
202428,1
202442,0
202443,1
202446,1
202451,1
202471,0
202474,0
202480,1
202485,0
202489,1
202495,0
202504,0
202517,1
202526,1
202529,2
202550,0
202554,0
202558,1
202564,0
202581,0
202584,0
202587,0
202588,2
202610,1
202651,1
202656,1
202664,2
202669,0
202675,1
202684,0
202689,0
202692,1
202693,1
202697,2
202700,2
202703,0
202714,2
202717,2
202719,0
202735,0
202738,1
202745,2
202746,0
202753,2
202757,2
202759,0
202765,0
202767,1
202774,2
202775,0
202777,2
202783,2
202790,1
202801,0
202811,1
202817,0
202823,0
202827,1
202829,0
202834,1
202835,1
202840,2
202845,1
202849,0
202852,0
202862,1
202863,0
202866,0
202873,2
202874,0
202897,0
202902,1
202905,0
202906,0
202914,1
202927,0
202929,1
202950,1
202951,1
202955,1
202959,1
202964,1
203002,0
203014,0
203015,1
203020,1
203022,0
203026,2
203028,0
203033,1
203038,0
203045,0
203052,0
203060,0
203062,1
203068,1
203075,0
203083,1
203109,0
203115,0
203117,0
203128,0
203140,1
203146,2
203147,1
203149,0
203154,1
203155,0
203161,0
203165,1
203166,1
203179,1
203181,0
203184,1
203187,1
203193,0
203197,0
203204,0
203210,2
203216,0
203239,0
203243,0
203244,2
203261,1
203264,2
203271,2
203272,2
203282,2
203284,1
203290,1
203291,0
203301,2
203308,2
203325,1
203326,2
203341,2
203346,1
203357,0
203362,1
203365,1
203373,0
203377,1
203381,2
203382,2
203392,1
203402,0
203415,2
203416,1
203427,2
203434,1
203440,0
203447,2
203449,2
203450,0
203464,0
203470,0
203477,1
203485,2
203489,0
203493,0
203494,0
203505,1
203506,0
203516,1
203534,0
203542,0
203565,0
203578,0
203580,2
203586,0
203589,1
203590,1
203593,1
203598,0
203599,1
203602,0
203611,2
203632,0
203633,2
203635,0
203638,0
203644,0
203663,0
203668,2
203671,2
203678,0
203679,1
203704,0
203722,0
203750,1
203752,0
203761,0
203765,1
203767,0
203771,0
203785,0
203789,0
203794,0
203804,0
203809,2
203821,0
203828,1
203839,2
203849,1
203859,0
203862,0
203865,1
203872,0
203878,0
203881,1
203893,0
203895,2
203899,2
203906,0
203914,0
203924,0
203937,1
203940,1
203941,2
203947,1
203954,0
203963,2
203975,2
203979,0
203984,2
203994,1
204001,1
204011,0
204012,0
204015,1
204018,0
204027,2
204035,2
204050,2
204054,0
204058,0
204066,0
204069,2
204071,0
204086,0
204095,2
204104,0
204106,0
204108,1
204128,1
204137,1
204156,0
204159,0
204169,1
204177,0
204178,2
204182,0
204190,0
204191,0
204195,1
204202,1
204209,1
204211,0
204214,0
204224,0
204233,0
204243,0
204248,1
204249,2
204259,0
204263,2
204273,1
204278,2
204280,1
204282,0
204287,0
204288,2
204290,0
204300,0
204302,1
204309,0
204315,0
204325,1
204329,0
204331,1
204345,2
204346,0
204358,2
204361,0
204369,2
204373,0
204402,0
204409,0
204427,0
204440,1
204441,1
204444,0
204447,2
204456,0
204467,2
204469,0
204476,1
204478,0
204482,0
204487,2
204491,0
204495,0
204510,0
204518,1
204522,2
204524,1
204526,0
204533,2
204537,1
204539,0
204543,1
204546,0
204549,1
204555,2
204560,0
204575,2
204576,0
204577,1
204581,2
204582,2
204605,1
204608,0
204613,2
204627,2
204642,1
204645,1
204650,0
204653,1
204654,1
204659,0
204663,2
204672,2
204673,0
204677,1
204683,0
204686,1
204700,0
204703,2
204705,2
204728,2
204731,2
204732,2
204737,1
204738,1
204747,0
204751,1
204766,0
204770,0
204783,1
204791,2
204800,2
204805,0
204815,2
204835,0
204837,1
204839,0
204841,0
204846,2
204849,2
204869,1
204914,0
204915,2
204917,1
204921,1
204930,0
204933,0
204941,0
204945,2
204954,1
204957,1
204965,1
204967,1
204971,0
204981,0
204989,0
204991,0
205004,0
205005,2
205007,0
205009,2
205016,0
205021,1
205027,0
205031,1
205033,2
205040,1
205045,2
205050,1
205053,0
205058,2
205074,0
205082,0
205092,2
205094,1
205114,1
205115,2
205116,0
205118,0
205124,0
205131,2
205139,1
205143,0
205145,0
205151,1
205156,1
205160,1
205168,0
205169,0
205172,1
205173,0
205179,0
205186,0
205196,2
205215,0
205216,0
205222,1
205223,2
205234,0
205237,0
205239,0
205249,2
205254,1
205256,0
205260,0
205271,0
205277,0
205279,0
205288,1
205303,0
205314,1
205324,0
205325,1
205332,2
205340,2
205352,2
205359,0
205363,1
205376,1
205382,0
205383,2
205387,0
205392,0
205393,2
205405,1
205406,1
205408,1
205409,0
205410,2
205411,1
205414,0
205416,1
205417,0
205423,1
205431,0
205439,1
205442,1
205444,0
205451,2
205467,1
205470,1
205490,2
205495,0
205498,0
205513,1
205516,1
205522,1
205526,1
205533,1
205545,0
205553,1
205563,0
205566,2
205567,1
205575,0
205577,0
205584,0
205585,2
205603,1
205604,0
205605,2
205612,1
205618,2
205622,0
205623,1
205625,2
205633,2
205643,1
205650,2
205651,2
205657,0
205666,1
205668,1
205670,1
205674,2
205680,0
205694,1
205719,1
205726,0
205732,1
205752,1
205761,1
205769,1
205770,1
205771,0
205779,0
205789,0
205802,2
205803,0
205810,0
205812,2
205815,2
205817,1
205828,2
205839,0
205840,2
205845,2
205846,0
205848,2
205850,1
205851,2
205852,1
205855,1
205870,2
205899,0
205906,1
205914,1
205919,2
205923,0
205925,1
205935,0
205938,0
205943,2
205950,0
205951,2
205954,1
205957,0
205959,2
205961,1
205965,0
205993,0
205996,0
205997,0
206000,1
206001,0
206010,0
206021,0
206027,0
206035,0
206036,1
206042,0
206043,1
206045,1
206055,0
206071,0
206088,2
206092,1
206097,2
206100,0
206104,0
206113,1
206115,1
206118,1
206124,0
206129,1
206133,0
206136,0
206137,1
206142,1
206146,0
206149,0
206152,1
206173,1
206177,0
206200,2
206202,0
206205,2
206208,1
206211,0
206212,2
206219,0
206220,1
206227,0
206241,1
206255,1
206256,2
206267,0
206272,0
206276,0
206280,2
206285,1
206291,0
206292,1
206304,0
206311,2
206321,1
206342,1
206356,2
206364,1
206370,1
206371,2
206378,0
206399,0
206403,1
206404,1
206406,2
206412,1
206413,0
206419,2
206425,1
206432,1
206436,1
206437,1
206438,0
206439,2
206443,1
206444,0
206460,1
206475,0
206485,1
206489,0
206499,0
206503,0
206509,2
206548,0
206553,0
206559,2
206564,2
206570,1
206578,0
206579,1
206581,2
206582,1
206583,0
206589,0
206590,1
206591,2
206612,2
206613,0
206617,0
206618,1
206638,2
206643,0
206650,0
206654,2
206662,0
206674,1
206708,0
206713,0
206715,2
206724,0
206728,1
206738,2
206741,0
206755,1
206766,2
206785,2
206795,2
206804,2
206811,0
206817,1
206820,0
206825,0
206830,1
206833,1
206840,1
206841,1
206854,0
206876,0
206880,1
206882,2
206883,0
206885,0
206886,2
206891,0
206897,2
206904,1
206906,0
206914,0
206920,0
206927,0
206929,1
206933,1
206935,2
206936,0
206940,1
206946,0
206950,0
206959,1
206960,0
206964,1
206971,0
206973,1
206978,1
206983,0
206988,2
206989,2
206990,2
206993,1
207004,0
207008,0
207016,1
207018,0
207021,1
207023,2
207048,0
207058,0
207072,0
207087,2
207092,1
207118,1
207120,0
207128,1
207134,1
207135,0
207149,1
207161,0
207163,1
207171,1
207182,1
207184,2
207216,2
207228,1
207230,1
207232,0
207249,1
207250,2
207253,2
207260,0
207280,0
207289,1
207294,1
207298,0
207301,0
207308,2
207309,0
207310,0
207314,0
207315,0
207321,1
207329,0
207330,2
207335,2
207347,1
207348,0
207358,0
207360,0
207366,0
207373,2
207377,0
207392,0
207396,0
207397,1
207406,1
207407,0
207412,0
207421,0
207424,0
207442,0
207450,0
207457,1
207467,1
207470,1
207478,1
207483,2
207486,2
207488,1
207490,2
207493,1
207496,0
207499,0
207502,0
207503,0
207505,0
207518,2
207521,0
207530,0
207542,2
207544,1
207570,0
207580,0
207601,1
207603,0
207610,2
207621,0
207623,1
207626,2
207628,1
207632,0
207639,0
207646,0
207662,1
207665,0
207676,2
207680,0
207685,1
207691,0
207705,0
207710,2
207711,2
207718,2
207722,0
207731,0
207742,2
207751,1
207758,2
207769,1
207776,2
207782,2
207791,0
207792,0
207795,0
207797,0
207822,1
207823,2
207838,0
207846,0
207859,2
207867,0
207881,0
207889,0
207890,0
207895,0
207906,0
207917,0
207925,1
207926,0
207928,1
207933,0
207939,0
207950,0
207954,0
207963,2
207983,0
207992,1
207994,1
207995,1
207998,0
208000,0
208003,1
208010,2
208020,1
208021,0
208024,1
208027,2
208032,1
208034,2
208035,1
208037,0
208042,0
208060,1
208067,1
208069,1
208079,2
208082,2
208106,0
208107,2
208110,2
208125,0
208133,0
208138,0
208146,0
208163,1
208166,1
208169,1
208171,2
208173,0
208176,0
208178,0
208179,0
208189,0
208199,2
208202,1
208213,2
208228,2
208230,2
208239,2
208241,0
208254,2
208270,1
208275,1
208278,0
208279,0
208281,0
208300,2
208302,0
208304,2
208309,0
208319,1
208326,2
208332,2
208336,1
208348,2
208351,0
208352,0
208353,0
208363,0
208369,1
208376,0
208377,0
208380,0
208389,1
208393,2
208412,0
208419,2
208431,1
208436,1
208439,0
208477,0
208478,0
208488,2
208500,1
208504,1
208510,0
208515,0
208517,0
208530,2
208534,0
208536,0
208543,0
208544,0
208559,2
208565,0
208567,1
208568,1
208570,0
208573,0
208587,1
208589,1
208592,0
208598,0
208604,1
208606,0
208607,0
208627,1
208640,2
208643,2
208644,1
208654,0
208664,1
208668,2
208675,2
208683,2
208691,2
208701,0
208702,2
208713,1
208724,2
208740,1
208741,0
208754,0
208756,1
208758,1
208763,1
208766,0
208772,2
208783,1
208790,1
208793,1
208799,2
208803,1
208824,0
208827,0
208845,0
208852,0
208853,0
208856,1
208875,2
208881,2
208884,0
208888,0
208895,0
208901,1
208909,2
208917,1
208918,0
208927,0
208929,1
208938,1
208940,0
208942,0
208957,1
208966,0
208970,1
208979,2
208980,1
208986,0
208987,1
209008,0
209011,0
209015,0
209017,0
209019,0
209020,0
209027,0
209029,0
209040,2
209044,1
209046,0
209047,1
209052,2
209078,0
209079,1
209083,0
209087,0
209089,0
209090,1
209091,2
209107,0
209116,0
209119,0
209121,1
209135,2
209141,1
209152,1
209157,1
209162,2
209174,2
209175,2
209176,0
209178,0
209181,1
209193,0
209194,0
209195,0
209196,2
209199,0
209202,2
209207,1
209208,0
209214,2
209216,2
209219,1
209223,0
209231,0
209236,0
209251,1
209254,0
209257,1
209258,0
209261,0
209264,0
209273,0
209283,0
209314,2
209323,1
209343,1
209347,0
209349,0
209365,0
209378,1
209383,0
209384,1
209389,1
209392,1
209403,2
209409,0
209415,1
209416,1
209417,1
209418,2
209425,0
209428,0
209433,0
209443,0
209462,2
209464,0
209466,1
209468,0
209472,2
209474,0
209478,1
209479,1
209487,1
209496,0
209520,2
209539,1
209544,0
209549,1
209552,0
209578,0
209580,1
209581,0
209586,0
209587,2
209592,1
209594,1
209596,0
209618,1
209623,0
209624,2
209626,0
209640,0
209644,0
209647,2
209659,0
209671,1
209675,0
209688,0
209696,1
209704,1
209712,0
209715,0
209716,0
209718,0
209724,1
209738,0
209752,2
209798,0
209803,0
209807,0
209810,0
209811,1
209818,1
209820,0
209826,1
209827,1
209841,1
209844,0
209848,0
209849,2
209863,0
209866,0
209867,0
209869,0
209874,1
209895,2
209901,1
209902,0
209906,0
209910,0
209911,0
209946,0
209947,1
209948,1
209950,1
209957,0
209959,1
209971,0
209973,1
209977,0
209981,1
209983,2
209984,2
209987,0
209996,0
209997,1
210006,0
210010,0
210017,0
210018,0
210028,0
210029,1
210036,0
210040,2
210047,1
210059,1
210071,0
210078,2
210080,1
210089,2
210105,0
210113,1
210116,1
210118,2
210119,0
210122,1
210141,0
210145,2
210147,0
210156,0
210160,1
210164,0
210166,0
210172,2
210173,0
210181,1
210192,0
210193,2
210194,1
210214,0
210217,1
210228,1
210237,1
210238,0
210247,2
210249,2
210255,2
210258,0
210259,1
210263,0
210265,0
210278,1
210282,1
210284,1
210285,0
210286,2
210287,0
210295,2
210316,1
210333,0
210340,1
210360,1
210368,2
210369,1
210376,0
210377,0
210381,1
210388,2
210389,0
210397,1
210400,0
210422,0
210459,2
210463,2
210464,2
210472,0
210484,0
210491,0
210492,0
210496,1
210497,2
210499,0
210507,0
210514,2
210516,1
210517,2
210521,0
210549,0
210551,0
210577,0
210588,0
210610,2
210611,0
210613,0
210618,2
210622,0
210625,2
210627,0
210631,0
210640,0
210641,1
210644,2
210650,0
210679,2
210693,0
210697,0
210726,2
210731,2
210741,1
210745,2
210751,0
210752,0
210759,0
210763,1
210779,0
210782,0
210787,0
210792,1
210795,0
210798,1
210801,1
210810,2
210827,1
210847,2
210857,0
210869,1
210873,1
210877,0
210882,2
210924,0
210926,0
210931,1
210934,0
210946,2
210947,0
210958,0
210961,2
210965,1
210988,0
210992,1
210994,1
211002,1
211005,0
211012,2
211014,0
211025,0
211029,2
211058,1
211060,2
211071,0
211077,2
211085,2
211094,1
211095,0
211097,1
211098,2
211099,1
211102,1
211104,2
211105,0
211118,0
211127,0
211129,0
211132,0
211133,0
211138,1
211139,1
211142,0
211150,0
211151,1
211152,1
211158,0
211185,0
211187,2
211190,1
211191,2
211197,0
211207,1
211215,0
211217,2
211227,2
211231,2
211236,0
211268,0
211276,2
211277,0
211300,0
211302,0
211309,2
211310,1
211337,2
211344,0
211351,1
211353,0
211367,0
211376,0
211379,2
211393,1
211396,1
211404,0
211412,1
211434,0
211439,0
211455,1
211458,0
211467,1
211473,0
211481,0
211489,0
211490,1
211494,1
211495,0
211524,0
211537,0
211538,0
211540,1
211555,2
211563,1
211587,0
211588,0
211590,2
211594,1
211597,0
211606,0
211610,0
211612,0
211615,2
211618,2
211622,0
211623,0
211628,1
211633,1
211638,1
211639,2
211659,1
211665,2
211670,0
211671,0
211674,1
211675,2
211696,1
211699,1
211703,1
211707,1
211733,0
211734,0
211743,1
211744,1
211759,1
211763,1
211764,0
211767,1
211780,1
211784,0
211787,0
211792,0
211801,0
211805,0
211809,2
211818,2
211829,2
211830,0
211842,0
211843,1
211854,0
211857,0
211864,0
211866,0
211872,2
211877,0
211878,0
211899,0
211901,1
211904,0
211909,1
211916,1
211921,0
211943,0
211946,0
211950,1
211965,0
211972,2
211974,2
211986,1
212001,1
212006,0
212010,1
212019,1
212020,1
212024,0
212026,1
212059,2
212081,1
212104,1
212111,2
212123,0
212142,0
212144,1
212146,0
212151,0
212154,2
212167,0
212177,2
212179,1
212183,2
212184,2
212185,0
212186,0
212189,0
212209,1
212210,2
212213,0
212223,0
212224,2
212226,0
212235,0
212242,0
212268,0
212271,0
212274,0
212279,0
212286,2
212308,0
212319,1
212322,0
212323,0
212341,2
212344,2
212349,2
212351,2
212353,0
212354,1
212355,1
212358,0
212359,0
212361,2
212362,0
212369,2
212377,0
212381,0
212386,0
